Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Success Mill, Wallace (Idaho), 1913",1913,View of mill covered in snow,snow (precipitation); mills (buildings); | Snow; Mills;,Wallace,47.527012,-115.883011,8-X00364a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/503,503,"Success Mill, Wallace (Idaho), 1913 | 1913 | View of mill covered in snow | snow (precipitation); mills (buildings); | Snow; Mills; | Wallace"
"Success Mine, Wallace (Idaho), 1913",1913,"Winter scene, mill covered in snow",snow (precipitation); mills (buildings); | Snow; Mills;,Wallace,47.527012,-115.883011,8-X00364b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/504,504,"Success Mine, Wallace (Idaho), 1913 | 1913 | Winter scene, mill covered in snow | snow (precipitation); mills (buildings); | Snow; Mills; | Wallace"
"Success Mining Co., Wallace (Idaho)",,Interior showing ore cars,ore; | ;,Wallace,47.527058,-115.883087,8-X00365a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/505,505,"Success Mining Co., Wallace (Idaho) |  | Interior showing ore cars | ore; | ; | Wallace"
"Success Mining Co., Wallace (Idaho)",,Showing entrance for feather stone and fox,doors; | Doors and doorways--Wallace;,Wallace,47.527048,-115.883093,8-X00365b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/506,506,"Success Mining Co., Wallace (Idaho) |  | Showing entrance for feather stone and fox | doors; | Doors and doorways--Wallace; | Wallace"
"Success Mining Co., Wallace (Idaho)",,For feather stone and fox,doors; | Doors and doorways--Wallace;,Wallace,47.527102,-115.883103,8-X00365c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/507,507,"Success Mining Co., Wallace (Idaho) |  | For feather stone and fox | doors; | Doors and doorways--Wallace; | Wallace"
"Murray (Idaho), 1890",1890,Far view of the town of Murray,mining towns; | Cities and towns;,Murray,47.629022,-115.866022,8-X00348,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/508,508,"Murray (Idaho), 1890 | 1890 | Far view of the town of Murray | mining towns; | Cities and towns; | Murray"
"Success Mining Co., Wallace (Idaho)",,Logs lined up next to a train track,trees; railroads; | Trees; Railroad tracks;,Wallace,47.527112,-115.883113,8-X00365d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/509,509,"Success Mining Co., Wallace (Idaho) |  | Logs lined up next to a train track | trees; railroads; | Trees; Railroad tracks; | Wallace"
"Success Mining, Wallace (Idaho)",,Idaho underground of the mine- taken for Samuel's lawsuit,mine structures; railroads; | Mine Buildings; Mine railroads;,Wallace,47.527111,-115.883076,8-X00366a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/510,510,"Success Mining, Wallace (Idaho) |  | Idaho underground of the mine- taken for Samuel's lawsuit | mine structures; railroads; | Mine Buildings; Mine railroads; | Wallace"
"Burke (Idaho), 1900",1900,"A distant view of the town Burke, Idaho, pictured in the foreground is Hecla Mine about 1900.",silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings;,Burke,47.519703,-115.814655,8-X00043,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/511,511,"Burke (Idaho), 1900 | 1900 | A distant view of the town Burke, Idaho, pictured in the foreground is Hecla Mine about 1900. | silver mines; mining towns; | Hecla Mine (Idaho); Mines and mineral resources -- Idaho; Railroad tracks; | Mining; Mine buildings; Cities and towns; Wooden Buildings; | Burke"
"Success Mining, Wallace (Idaho)",,Idaho underground of the mine- taken for Samuel's lawsuit,mine structures; railroads; | Mine Buildings; Mine railroads;,Wallace,47.527006,-115.883009,8-X00366b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/512,512,"Success Mining, Wallace (Idaho) |  | Idaho underground of the mine- taken for Samuel's lawsuit | mine structures; railroads; | Mine Buildings; Mine railroads; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Beautiful picture of a mountain covered in trees,mountains; trees; | Mountains; Trees;,Wallace,47.459021,-115.885021,8-X00370,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/513,513,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Beautiful picture of a mountain covered in trees | mountains; trees; | Mountains; Trees; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Picture of a mountain covered in trees,mountains; trees; | Mountains; Trees;,Wallace,47.459031,-115.885031,8-X00370b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/514,514,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Picture of a mountain covered in trees | mountains; trees; | Mountains; Trees; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Mountain covered in trees,mountains; trees; | Mountains; Trees;,Wallace,47.459041,-115.885041,8-X00370c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/515,515,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Mountain covered in trees | mountains; trees; | Mountains; Trees; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Log cabin next to railroad tracks,log cabins (dwellings); railroads; | Log cabins; Railroad tracks;,Wallace,47.459051,-115.885051,8-X00370d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/516,516,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Log cabin next to railroad tracks | log cabins (dwellings); railroads; | Log cabins; Railroad tracks; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Compressor inside mine,mine structures; | Mine Buildings;,Wallace,47.459001,-115.885001,8-X00370e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/517,517,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Compressor inside mine | mine structures; | Mine Buildings; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Man standing next to a large machine,| Men;,Wallace,47.459011,-115.885011,8-X00370e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/518,518,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Man standing next to a large machine |  | Men; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Mine cart in a hole,mine structures; railroads; | Mine Buildings; Mine railroads;,Wallace,47.459061,-115.885061,8-X00370f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/519,519,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Mine cart in a hole | mine structures; railroads; | Mine Buildings; Mine railroads; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,One burnt tree surrounded by healthy trees,trees; | Dead trees; Trees;,Wallace,47.459071,-115.885071,8-X00370h,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/520,520,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | One burnt tree surrounded by healthy trees | trees; | Dead trees; Trees; | Wallace"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Building next to a hill of rocks,rocks; mine structures; | Mine Buildings;  ;,Wallace,47.459081,-115.885081,8-X00370I,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/521,521,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Building next to a hill of rocks | rocks; mine structures; | Mine Buildings;  ; | Wallace"
Burke (Idaho),1899,"A distant view of Burke, Idaho before 1899.",mining towns; | Railroad tracks; | Cities and towns; Wooden Buildings;,Burke,47.519713,-115.814665,8-X00044,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/522,522,"Burke (Idaho) | 1899 | A distant view of Burke, Idaho before 1899. | mining towns; | Railroad tracks; | Cities and towns; Wooden Buildings; | Burke"
"Red Monarch Mine, Wallace (Idaho), 1916",9/4/1916,Far view of building next to rocks,rocks; mine structures; | Mine Buildings;  ;,Wallace,47.459091,-115.885091,8-X00370j,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/523,523,"Red Monarch Mine, Wallace (Idaho), 1916 | 6092 | Far view of building next to rocks | rocks; mine structures; | Mine Buildings;  ; | Wallace"
Wallace (Idaho),,"The town of Wallace, with railroad tracks going through it",mining towns; railroads; | Cities and towns; Railroad tracks;,Wallace,47.471582,-115.917671,8-X00372a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/524,524,"Wallace (Idaho) |  | The town of Wallace, with railroad tracks going through it | mining towns; railroads; | Cities and towns; Railroad tracks; | Wallace"
"Success Mine, Wallace (Idaho)",,Interior of the underground mine,mine structures; railroads; | Mine Buildings; Mine railroads;,Wallace,47.527102,-115.883101,8-X00366c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/525,525,"Success Mine, Wallace (Idaho) |  | Interior of the underground mine | mine structures; railroads; | Mine Buildings; Mine railroads; | Wallace"
Wallace (Idaho),,Railroad tracks,railroads; | Railroad tracks;,Wallace,47.471566,-115.917666,8-X00372b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/526,526,Wallace (Idaho) |  | Railroad tracks | railroads; | Railroad tracks; | Wallace
"O. B. Mine, Wallace (Idaho)",,Mine covered in snow,mine structures; snow (precipitation); | Mine Buildings; Snow;,Wallace,47.532001,-115.861001,8-X00373a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/527,527,"O. B. Mine, Wallace (Idaho) |  | Mine covered in snow | mine structures; snow (precipitation); | Mine Buildings; Snow; | Wallace"
"O.B. Mine, Wallace (Idaho)",,Picture of the mine,mine buildings; | Mine Buildings;,Wallace,47.532011,-115.861011,8-X00373b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/528,528,"O.B. Mine, Wallace (Idaho) |  | Picture of the mine | mine buildings; | Mine Buildings; | Wallace"
"Canyon Creek (Idaho), 1894",1894,Two great snow slides showing cut of snow,snow removal; railroads; | Snow removal; Railroad tracks;,,47.014055,-115.554455,8-X00349,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/529,529,"Canyon Creek (Idaho), 1894 | 1894 | Two great snow slides showing cut of snow | snow removal; railroads; | Snow removal; Railroad tracks; |"
"Wallace (Idaho), 1917",1917,High School public school on left,public school; | Public schools;,Wallace,47.473892,-115.926152,8-X00374,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/530,530,"Wallace (Idaho), 1917 | 1917 | High School public school on left | public school; | Public schools; | Wallace"
"Sunset Mine, Sunset (Idaho)",9/4/1916,Far view of mine,mine structures; | Mine Buildings;,Sunset (Burke),47.559096,-115.836551,8-X00375a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/531,531,"Sunset Mine, Sunset (Idaho) | 6092 | Far view of mine | mine structures; | Mine Buildings; | Sunset (Burke)"
"Sunset Mine, Sunset (Idaho)",9/4/1916,Fallen down trees,trees; | Trees;,Sunset (Burke),47.546502,-115.852510,8-X00375b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/532,532,"Sunset Mine, Sunset (Idaho) | 6092 | Fallen down trees | trees; | Trees; | Sunset (Burke)"
"Wallace (Idaho), Coeur d'Alene Powder Co., 1908",5/5/1908,"Image of the Coeur d'Alene Powder Co., in Wallace, Idaho; Three men are standing on bridge above the river.",powder mills; groups of people; business (commercial function); | Powder mills; | Wooden Buildings; Men;,Wallace,47.47319,-115.915386,8-X00055c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/533,533,"Wallace (Idaho), Coeur d'Alene Powder Co., 1908 | 3048 | Image of the Coeur d'Alene Powder Co., in Wallace, Idaho; Three men are standing on bridge above the river. | powder mills; groups of people; business (commercial function); | Powder mills; | Wooden Buildings; Men; | Wallace"
"Sunset Mining Co., Sunset (Idaho), 1916",9/4/1916,Men on the right standing in front of the mill,mills (buildings); | Men; Mills;,Sunset (Burke),47.546502,-115.852510,8-X00375c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/534,534,"Sunset Mining Co., Sunset (Idaho), 1916 | 6092 | Men on the right standing in front of the mill | mills (buildings); | Men; Mills; | Sunset (Burke)"
"Morning Mill, Mullan (Idaho), 1909",1909,The river drying out,rivers; | Rivers;,Mullan,47.465121,-115.811372,8-X00350,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/535,535,"Morning Mill, Mullan (Idaho), 1909 | 1909 | The river drying out | rivers; | Rivers; | Mullan"
"Sunset Mine, Sunset (Idaho)",,Birds view of mine,mine structures; | Mine Buildings;,Sunset (Burke),47.546502,-115.852510,8-X00376,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/536,536,"Sunset Mine, Sunset (Idaho) |  | Birds view of mine | mine structures; | Mine Buildings; | Sunset (Burke)"
"Wallace (Idaho), 1917",1917,The Grotto and Turner Music Co.,music; | Music; Buildings;,Wallace,47.473292,-115.926726,8-X00377,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/537,537,"Wallace (Idaho), 1917 | 1917 | The Grotto and Turner Music Co. | music; | Music; Buildings; | Wallace"
"C.E. Lightners place (Idaho), 1918",4/24/1918,View of a river with logs all up on the side of the shore,rivers; trees; | Rivers; Trees;,,47.471677,-115.931977,8-X00379a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/538,538,"C.E. Lightners place (Idaho), 1918 | 6689 | View of a river with logs all up on the side of the shore | rivers; trees; | Rivers; Trees; |"
"C.E. Lightners place (Idaho), 1918",4/24/1918,Picture of river with dead trees all around,rivers; trees; | Rivers; Dead trees;,,47.471666,-115.931966,8-X00379b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/539,539,"C.E. Lightners place (Idaho), 1918 | 6689 | Picture of river with dead trees all around | rivers; trees; | Rivers; Dead trees; |"
"C.E. Lightners place (Idaho), 1918",4/24/1918,River rushing by,rivers; | Rivers;,,47.471655,-115.931955,8-X00379c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/540,540,"C.E. Lightners place (Idaho), 1918 | 6689 | River rushing by | rivers; | Rivers; |"
"Success Mine, Wallace (Idaho)",,Idaho underground- taken for Samuel's lawsuit,mine structures; railroads; | Mine Buildings; Mine railroads;,Wallace,47.527055,-115.883055,8-X00366d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/541,541,"Success Mine, Wallace (Idaho) |  | Idaho underground- taken for Samuel's lawsuit | mine structures; railroads; | Mine Buildings; Mine railroads; | Wallace"
"C.E. Lightners place (Idaho), 1918",4/24/1918,Logs on the side of the river with burnt trees all around,rivers; trees; | Rivers; Dead trees;,,47.471611,-115.931911,8-X00379d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/542,542,"C.E. Lightners place (Idaho), 1918 | 6689 | Logs on the side of the river with burnt trees all around | rivers; trees; | Rivers; Dead trees; |"
"C.E. Lightners place (Idaho), 1918",4/24/1918,Picture of a small dam bottom right,rivers; trees; | Rivers; Dams;,,47.471622,-115.931922,8-X00379e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/543,543,"C.E. Lightners place (Idaho), 1918 | 6689 | Picture of a small dam bottom right | rivers; trees; | Rivers; Dams; |"
"Wallace (Idaho), Coeur d'Alene Iron Works, 1911",1911,"Interior view of the Coeur d'Alene iron works pattern shop in Wallace, Idaho.",ironwork (objects); business (commercial function); | Iron-works -- Idaho; | Ironwork;,Wallace,47.473148,-115.9176761,8-X00056,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/544,544,"Wallace (Idaho), Coeur d'Alene Iron Works, 1911 | 1911 | Interior view of the Coeur d'Alene iron works pattern shop in Wallace, Idaho. | ironwork (objects); business (commercial function); | Iron-works -- Idaho; | Ironwork; | Wallace"
"C.E. Lightners place (Idaho), 1918",4/24/1918,Picture of a river with a small dam at the bottom right,rivers; trees; | Rivers; Dams;,,47.471633,-115.931933,8-X00379f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/545,545,"C.E. Lightners place (Idaho), 1918 | 6689 | Picture of a river with a small dam at the bottom right | rivers; trees; | Rivers; Dams; |"
"Success Mill, Wallace (Idaho), 1906",1906,Far view of Success Mill,mills (buildings); | Mills;,Wallace,47.527044,-115.883044,8-X00367,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/546,546,"Success Mill, Wallace (Idaho), 1906 | 1906 | Far view of Success Mill | mills (buildings); | Mills; | Wallace"
"Success and Alameda Mines, Wallace (Idaho), 1916",1916,Far view of mine,mine structures; | Mine Buildings;,Wallace,47.526044,-115.873044,8-X00368a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/547,547,"Success and Alameda Mines, Wallace (Idaho), 1916 | 1916 | Far view of mine | mine structures; | Mine Buildings; | Wallace"
